0.44	0.9719	0.64	0.9683
0.97	0.9685	1.26	0.9640
1.75	0.9675	1.75	0.9620
2.36	0.9665	2.40	0.9603
3.00	0.9654	2.87	0.9587
3.53	0.9645	3.88	0.9570
4.03	0.9643	4.38	0.9540
4.53	0.963	5.22	0.9538
5.05	0.9625		
5.78	0.9626		
6.38	0.9625		
