0.15	266.66	0.49	269.02
1.15	267.14	1.55	268.98
2.55	267.72	2.82	269.26
3.24	267.93	3.63	269.36
4.39	268.6	4.60	269.55
5.10	268.88	5.57	269.78
6.14	269.32	6.39	269.90
7.55	268.95	7.74	270.25
8.24	270.16	8.40	270.40
9.82	270.71	9.52	270.70
10.45	270.76	10.49	270.84
