0.55	17.38	1.16	17.80
1.17	18.08	2.33	18.65
2.26	19.07	3.34	18.80
3.27	19.15	4.33	18.88
4.27	19.18	4.99	18.89
4.93	19.30	6.20	18.87
6.10	19.29	7.03	18.69
6.95	19.30	8.32	18.82
8.21	19.29	9.31	19.10
9.24	19.44	10.41	19.00
10.30	19.49		
