0.55	268.80	1.16	268.90
1.17	268.55	2.33	269.23
2.26	268.73	3.34	269.35
3.27	268.94	4.33	269.43
4.27	269.13	4.99	269.51
4.93	269.14	6.20	269.85
6.10	269.37	7.03	269.90
6.95	269.50	8.32	270.30
8.21	269.70	9.31	269.99
9.24	269.60	10.41	270.33
10.30	269.83		
